TRIP_CODE,STARTPORT,ENDPORT,REGION,STARTLATITUDE,STARTLONGITUDE,STARTSAMPLEDATEUTC,ENDLATITUDE,ENDLONGITUDE,ENDSAMPLEDATEUTC,MILES,VESSEL_NAME,ACKNOWLEDGEMENTS
MEAB20200923,Melbourne,Great Australian Bight,Great Australian Bight,-38.93646,136.51557,2020-09-23 11:23:56,-38.44827,144.39916,2020-09-24 10:00:21,385,Tonsberg,Wallenius Wilhelmsen
MEAD20101023,Melbourne,Adelaide,Great Australian Bight,-39.00011,138.02733,2010-10-23 02:14:16,-35.50586,144.44171,2010-10-23 22:04:37,415,ANL Windarra,ANL
MEAD20110103,Melbourne,Adelaide,Great Australian Bight,-39.00012,138.0321,2011-01-02 15:55:11,-35.05102,144.45382,2011-01-03 21:46:50,445,ANL Windarra,ANL
MEAD20110311,Melbourne,Adelaide,Great Australian Bight,-39.00326,138.02865,2011-03-10 16:07:58,-35.15988,144.48667,2011-03-11 15:12:39,440,ANL Windarra,ANL
MEAD20111007,Melbourne,Adelaide,Great Australian Bight,-39.00012,138.68614,2011-10-07 07:06:00,-36.33716,144.46152,2011-10-08 04:05:40,355,ANL Windarra,ANL
MEAD20120420,Melbourne,Adelaide,Great Australian Bight,-39.00009,138.00368,2012-04-19 15:17:31,-35.60087,144.44481,2012-04-20 22:25:09,410,ANL Windarra,ANL
MEAD20120907,Melbourne,Adelaide,Great Australian Bight,-38.99084,138.88297,2012-09-07 01:23:19,-36.55062,144.32818,2012-09-08 01:54:06,330,ANL Windarra,ANL
MEAD20121116,Melbourne,Adelaide,Great Australian Bight,-38.9913,138.0255,2012-11-16 01:35:49,-35.24849,144.52191,2012-11-17 06:23:44,445,ANL Windarra,ANL
MEAD20131102,Melbourne,Adelaide,Great Australian Bight,-38.93853,138.02691,2013-11-02 22:04:43,-35.21324,144.43038,2013-11-04 07:16:29,430,ANL Whyalla,ANL
MEAD20140117,Melbourne,Adelaide,Great Australian Bight,-38.98424,138.01107,2014-01-17 06:11:09,-35.17266,144.10864,2014-01-18 06:52:59,410,ANL Whyalla,ANL
MEAD20140328,Melbourne,Adelaide,Great Australian Bight,-38.97856,138.55329,2014-03-28 07:52:42,-36.15537,144.43476,2014-03-29 09:33:23,365,ANL Whyalla,ANL
MEAD20140607,Melbourne,Adelaide,Great Australian Bight,-38.99425,138.01532,2014-06-07 09:09:55,-35.01411,144.40223,2014-06-08 14:15:19,445,ANL Whyalla,ANL
MEAD20140919,Melbourne,Adelaide,Great Australian Bight,-38.9768,138.01198,2014-09-19 05:56:49,-35.10067,144.43568,2014-09-20 16:12:31,440,ANL Whyalla,ANL
MEAD20141130,Melbourne,Adelaide,Great Australian Bight,-38.9598,138.03308,2014-11-30 16:28:24,-35.04293,144.30974,2014-12-01 16:33:46,435,ANL Whyalla,ANL
MEAD20150206,Melbourne,Adelaide,Great Australian Bight,-38.98072,138.02467,2015-02-06 08:03:12,-34.95552,144.27325,2015-02-07 07:49:30,440,ANL Whyalla,ANL
MEAD20150806,Melbourne,Adelaide,Great Australian Bight,-39.06329,139.03722,2015-08-06 10:02:40,-36.83067,144.34369,2015-08-07 02:09:51,320,Philadelphia,Laeisz
MEAD20151113,Melbourne,Adelaide,Great Australian Bight,-38.94497,138.55004,2015-11-13 09:19:45,-36.1464,144.41048,2015-11-14 08:23:43,360,ANL Waratah,ANL
MEAD20161031,Melbourne,Adelaide,Great Australian Bight,-38.77031,133.27031,2016-10-31 22:04:32,-37.63259,142.14372,2016-11-02 03:54:48,430,Salome,Wallenius Wilhelmsen
MEAD20161201,Melbourne,Adelaide,Great Australian Bight,-38.96107,136.53192,2016-12-01 08:47:52,-38.03026,144.30779,2016-12-02 04:45:29,385,Tonsberg,Wallenius Wilhelmsen
MEAD20170306,Melbourne,Adelaide,Great Australian Bight,-38.93237,135.54699,2017-03-06 08:37:38,-37.90172,144.36525,2017-03-07 06:30:30,435,Salome,Wallenius Wilhelmsen
MEAD20180708,Melbourne,Adelaide,Great Australian Bight,-38.50452,139.28033,2018-07-08 23:09:47,-36.92398,141.24168,2018-07-09 07:58:36,140,Salome,Wallenius Wilhelmsen
MEAD20181114,Melbourne,Adelaide,Great Australian Bight,-38.93152,138.01551,2018-11-14 17:02:08,-35.08793,144.31408,2018-11-15 18:56:40,430,Salome,Wallenius Wilhelmsen
MEAD20181219,Melbourne,Adelaide,Great Australian Bight,-38.94665,138.45141,2018-12-19 10:59:00,-36.09667,144.44833,2018-12-20 07:32:19,390,Tonsberg,Wallenius Wilhelmsen
MEAD20191031,Melbourne,Adelaide,Great Australian Bight,-38.94153,135.82015,2019-10-31 02:32:17,-36.70929,144.10237,2019-11-01 04:52:14,430,Salome,Wallenius Wilhelmsen
MEAD20200417,Melbourne,Adelaide,Great Australian Bight,-38.96261,136.9708,2020-04-17 03:33:34,-36.94566,143.95286,2020-04-18 05:16:42,370,Tonsberg,Wallenius Wilhelmsen
MEFR20160310,Melbourne,Fremantle,Great Australian Bight,-38.96238,131.84774,2016-03-10 22:53:56,-38.40883,144.41806,2016-03-11 22:40:42,605,Portugal,Laeisz
MEFR20190224,Melbourne,Fremantle,Great Australian Bight,-37.98255,124.77774,2019-02-24 22:38:11,-36.56023,135.91922,2019-02-26 04:05:14,545,Salome,Wallenius Wilhelmsen
MEPK20190808,Melbourne,Port Kembla,Southern East Australian Currect,-39.273,145.40395,2019-08-08 03:33:24,-35.78653,150.82382,2019-08-09 13:03:26,380,Tonsberg,Wallenius Wilhelmsen
MISI20141111,Maria Island,Schouten Island,Tasmania,-43.28225,148.06689,2014-11-11 05:54:46,-41.98652,148.81745,2014-11-11 22:16:28,165,RV Investigator,MNF - IN2014_E03
NCBR20141202,Newcastle,Brisbane,Northern East Australian Currect,-32.94042,151.9864,2014-12-02 05:59:34,-26.73074,153.74598,2014-12-03 21:50:32,415,Island Chief,Swires
NCME20150928,Newcastle,Melbourne,Southern East Australian Currect,-39.18762,144.69614,2015-09-28 07:30:07,-33.08288,151.78746,2015-09-29 22:16:00,580,Island Chief,Swires
NEBU20120615,Nelson,Burnie,Tasmania,-41.20097,148.95025,2012-06-15 22:12:15,-40.62972,170.74708,2012-06-18 23:55:11,940,Rehua,Sealord Group Ltd.
NEDE20130615,Nelson,Devonport,Great Barrier Reef,-41.19159,146.67536,2013-06-15 08:15:33,-40.49258,173.17572,2013-06-19 05:53:37,1205,Rehua,Sealord Group Ltd.
PKME20161029,Port Kembla,Melbourne,Southern East Australian Currect,-39.19934,146.27783,2016-10-29 21:54:24,-37.98175,149.50624,2016-10-30 08:32:45,175,Salome,Wallenius Wilhelmsen
PKME20161129,Port Kembla,Melbourne,Southern East Australian Currect,-39.19474,145.56788,2016-11-29 03:52:50,-34.70828,151.02946,2016-11-30 02:06:14,430,Tonsberg,Wallenius Wilhelmsen
PKME20170303,Port Kembla,Melbourne,Southern East Australian Currect,-39.19335,144.96666,2017-03-03 20:08:09,-34.53834,151.00565,2017-03-04 21:21:52,470,Salome,Wallenius Wilhelmsen
PKME20170330,Port Kembla,Melbourne,Southern East Australian Currect,-38.05556,149.36258,2017-03-30 08:52:03,-34.5584,151.03323,2017-03-31 00:36:58,240,Tonsberg,Wallenius Wilhelmsen
PKME20170628,Port Kembla,Melbourne,Southern East Australian Currect,-39.18793,144.65568,2017-06-28 22:34:36,-37.31657,150.22979,2017-06-29 18:44:09,320,Salome,Wallenius Wilhelmsen
PKME20170802,Port Kembla,Melbourne,Southern East Australian Currect,-39.19399,144.73001,2017-08-02 00:53:13,-36.88339,150.485,2017-08-02 20:04:02,355,Tonsberg,Wallenius Wilhelmsen
PKME20171027,Port Kembla,Melbourne,Southern East Australian Currect,-38.63256,148.38171,2017-10-27 21:44:38,-37.09518,150.316,2017-10-28 06:24:47,140,Salome,Wallenius Wilhelmsen
PKME20171201,Port Kembla,Melbourne,Southern East Australian Currect,-39.15797,146.43957,2017-12-01 23:46:52,-35.08173,151.03464,2017-12-03 00:08:58,375,Tonsberg,Wallenius Wilhelmsen
PKME20180309,Port Kembla,Melbourne,Southern East Australian Currect,-38.98517,147.14211,2018-03-09 13:13:09,-34.53673,151.01966,2018-03-10 08:30:41,360,Salome,Wallenius Wilhelmsen
PKME20180404,Port Kembla,Melbourne,Southern East Australian Currect,-39.15716,146.49627,2018-04-04 08:12:41,-34.52506,151.0297,2018-04-05 04:11:18,395,Tonsberg,Wallenius Wilhelmsen
PKME20180705,Port Kembla,Melbourne,Southern East Australian Currect,-39.18932,146.00468,2018-07-05 23:10:10,-34.51339,151.0037,2018-07-07 02:57:17,415,Salome,Wallenius Wilhelmsen
PKME20180804,Port Kembla,Melbourne,Southern East Australian Currect,-39.14535,146.54441,2018-08-04 09:08:19,-34.56673,151.03128,2018-08-05 06:29:29,390,Tonsberg,Wallenius Wilhelmsen
PKME20181112,Port Kembla,Melbourne,Southern East Australian Currect,-38.97405,147.18724,2018-11-12 17:31:00,-34.66006,151.02097,2018-11-13 11:56:41,350,Salome,Wallenius Wilhelmsen
PKME20181217,Port Kembla,Melbourne,Southern East Australian Currect,-39.12832,146.59378,2018-12-17 03:26:25,-34.94173,151.03333,2018-12-17 23:39:39,365,Tonsberg,Wallenius Wilhelmsen
PKME20190221,Port Kembla,Melbourne,Southern East Australian Currect,-39.19519,145.19714,2019-02-21 18:56:36,-34.45715,151.02462,2019-02-22 21:17:05,465,Salome,Wallenius Wilhelmsen
PKME20190423,Port Kembla,Melbourne,Southern East Australian Currect,-39.11235,146.66532,2019-04-23 08:53:35,-34.6284,151.03307,2019-04-24 06:21:10,380,Tonsberg,Wallenius Wilhelmsen
PKME20190627,Port Kembla,Melbourne,Southern East Australian Currect,-39.00004,147.08279,2019-06-27 05:00:18,-34.58005,151.02015,2019-06-28 02:59:25,360,Salome,Wallenius Wilhelmsen
PKME20191028,Port Kembla,Melbourne,Southern East Australian Currect,-38.1296,149.21129,2019-10-28 14:39:03,-34.50839,151.01441,2019-10-29 05:25:43,250,Salome,Wallenius Wilhelmsen
PKME20191208,Port Kembla,Melbourne,Southern East Australian Currect,-39.09711,146.71188,2019-12-08 11:07:41,-34.50264,151.03324,2019-12-09 11:40:00,385,Tonsberg,Wallenius Wilhelmsen
PKME20200415,Port Kembla,Melbourne,Southern East Australian Currect,-39.19643,144.89695,2020-04-15 00:44:34,-36.14202,150.70525,2020-04-15 22:07:45,380,Tonsberg,Wallenius Wilhelmsen
PKME20200801,Port Kembla,Melbourne,Southern East Australian Currect,-39.17526,146.42405,2020-08-01 09:54:54,-34.51672,151.01288,2020-08-02 09:56:33,410,Salome,Wallenius Wilhelmsen
PKME20200920,Port Kembla,Melbourne,Southern East Australian Currect,-38.91707,147.4043,2020-09-20 11:14:52,-34.50546,151.02787,2020-09-21 09:56:41,350,Tonsberg,Wallenius Wilhelmsen
PKME20201219,Port Kembla,Melbourne,Southern East Australian Currect,-39.19904,146.10715,2020-12-19 03:51:52,-34.47764,151.01916,2020-12-20 06:48:21,415,Salome,Wallenius Wilhelmsen
PPMA20120615,Proserpine,Mackay,Great Barrier Reef,-21.19251,149.09501,2012-06-15 09:29:01,-20.77145,149.52813,2012-06-15 16:15:23,40,RV Cape Ferguson,AIMS
SIHO20141116,Schouten Island,Hobart,Tasmania,-43.28094,147.66984,2014-11-16 14:42:23,-42.92932,148.4885,2014-11-16 21:28:33,60,RV Investigator,CSIRO; MNF - IN2014_E03
SOHO20120723,Southern Ocean Time Series Mooring,Hobart,Southern Ocean,-46.4968,142.3617,2012-07-23 11:14:00,-44.0099,146.5392,2012-07-24 10:29:00,236.02,Southern Surveyor,CSIRO; SOCPR
SOHO20150328,Southern Ocean Time Series Mooring,Hobart,Southern Ocean,-46.6234,142.16954,2015-03-28 10:21:52,-45.04012,146.7022,2015-03-29 07:37:20,235,RV Investigator,CSIRO; MNF - IN2015_V01
SOHO20180822,Southern Ocean Time Series Mooring,Hobart,Southern Ocean,-46.9556,142.23319,2018-08-22 15:02:22,-43.5531,147.37448,2018-08-23 17:47:24,305,RV Investigator,CSIRO; MNF - IN2018_V07
SYBR20140324,Sydney,Brisbane,Northern East Australian Currect,-33.58699,151.54563,2014-03-24 22:34:37,-29.23489,153.62039,2014-03-26 02:50:31,295,Island Chief,Swires
SYBR20141102,Sydney,Brisbane,Northern East Australian Currect,-32.44654,152.70695,2014-11-02 21:46:01,-27.5452,153.74985,2014-11-04 05:48:18,305,Island Chief,Swires
SYHO20101104,Sydney,Hobart,Southern East Australian Currect,-43.20724,148.79671,2010-11-04 13:21:50,-37.03544,150.4559,2010-11-07 17:02:22,410,Southern Surveyor,CSIRO
SYHO20130227,Sydney,Hobart,Southern East Australian Currect,-38.90892,149.79481,2013-02-27 04:05:22,-34.41968,152.74278,2013-03-01 03:14:06,335,Southern Surveyor,CSIRO
SYHO20130301,Sydney,Hobart,Southern East Australian Currect,-43.2848,147.64985,2013-03-01 04:11:26,-38.99404,149.74137,2013-03-02 19:15:47,295,Southern Surveyor,CSIRO
SYHO20150622,Sydney,Hobart,Southern East Australian Currect,-35.81638,150.86803,2015-06-22 03:32:24,-34.30986,151.48694,2015-06-22 13:51:50,130,RV Investigator,CSIRO; MNF - IN2015_T02
SYHO20150623,Sydney,Hobart,Southern East Australian Currect,-43.16594,148.16113,2015-06-23 06:31:38,-38.76556,149.76618,2015-06-24 12:59:58,280,RV Investigator,CSIRO; MNF - IN2015_T02
SYME20090629,Sydney,Melbourne,Southern East Australian Currect,-39.20027,144.75917,2009-06-29 05:07:05,-34.10803,151.27888,2009-06-30 05:28:47,520,ANL Windarra,ANL
SYME20090727,Sydney,Melbourne,Southern East Australian Currect,-39.19573,146.34627,2009-07-27 07:31:20,-34.16882,151.28507,2009-07-28 03:02:50,405,ANL Windarra,ANL
SYME20090824,Sydney,Melbourne,Southern East Australian Currect,-39.20335,145.83924,2009-08-24 05:37:16,-34.10793,151.29749,2009-08-25 03:39:28,460,ANL Windarra,ANL
SYME20091019,Sydney,Melbourne,Southern East Australian Currect,-39.09505,146.72019,2009-10-19 09:54:52,-34.10311,151.26243,2009-10-20 04:42:35,415,ANL Windarra,ANL
SYME20091215,Sydney,Melbourne,Southern East Australian Currect,-39.04937,146.91538,2009-12-15 09:18:39,-34.11302,151.27991,2009-12-16 03:02:09,405,ANL Windarra,ANL
SYME20100114,Sydney,Melbourne,Southern East Australian Currect,-39.11874,146.64344,2010-01-13 15:38:01,-34.08803,151.30111,2010-01-14 13:46:55,420,ANL Windarra,ANL
SYME20100216,Sydney,Melbourne,Southern East Australian Currect,-39.20336,145.0445,2010-02-16 00:57:40,-34.0911,151.30982,2010-02-17 06:55:57,205,ANL Windarra,ANL
SYME20100323,Sydney,Melbourne,Southern East Australian Currect,-39.19803,146.25465,2010-03-23 03:08:43,-34.23626,151.27413,2010-03-24 03:51:03,430,ANL Windarra,ANL
SYME20100605,Sydney,Melbourne,Southern East Australian Currect,-39.20335,144.92389,2010-06-04 21:01:14,-36.65693,150.58145,2010-06-05 13:53:30,355,ANL Windarra,ANL
SYME20101021,Sydney,Melbourne,Southern East Australian Currect,-39.19286,146.34224,2010-10-20 15:43:23,-34.18173,151.27591,2010-10-21 12:36:48,430,ANL Windarra,ANL
SYME20101231,Sydney,Melbourne,Southern East Australian Currect,-39.20335,145.30572,2010-12-31 04:49:36,-34.28128,151.26422,2011-01-01 04:53:56,480,ANL Windarra,ANL
SYME20110308,Sydney,Melbourne,Southern East Australian Currect,-39.20335,145.10474,2011-03-07 19:52:10,-34.1734,151.13667,2011-03-09 05:07:07,495,ANL Windarra,ANL
SYME20110517,Sydney,Melbourne,Southern East Australian Currect,-39.20336,144.81515,2011-05-17 12:45:52,-34.14294,151.28924,2011-05-18 22:18:05,515,ANL Windarra,ANL
SYME20110727,Sydney,Melbourne,Southern East Australian Currect,-39.20336,145.12344,2011-07-27 19:14:03,-34.24166,151.27559,2011-07-28 21:15:21,490,ANL Windarra,ANL
SYME20111214,Sydney,Melbourne,Southern East Australian Currect,-39.14664,146.5354,2011-12-14 21:19:40,-37.53937,150.12415,2011-12-15 07:32:55,205,ANL Windarra,ANL
SYME20120417,Sydney,Melbourne,Southern East Australian Currect,-39.10431,146.70106,2012-04-16 23:51:28,-34.10969,151.28158,2012-04-18 06:48:33,410,ANL Windarra,ANL
SYME20120903,Sydney,Melbourne,Southern East Australian Currect,-38.81578,147.85546,2012-09-03 23:50:48,-34.17467,151.27636,2012-09-04 20:06:22,345,ANL Windarra,ANL
SYME20121113,Sydney,Melbourne,Southern East Australian Currect,-39.19961,144.7079,2012-11-13 14:49:04,-34.24795,151.26595,2012-11-14 21:20:44,510,ANL Windarra,ANL
SYME20140325,Sydney,Melbourne,Southern East Australian Currect,-39.16223,146.44438,2014-03-25 06:13:20,-34.1989,151.23152,2014-03-26 07:45:29,415,ANL Whyalla,ANL
SYME20140603,Sydney,Melbourne,Southern East Australian Currect,-39.19359,145.83475,2014-06-04 00:06:40,-34.22369,151.22383,2014-06-05 16:11:35,445,ANL Whyalla,ANL
SYME20140916,Sydney,Melbourne,Southern East Australian Currect,-39.19021,145.4113,2014-09-16 22:11:49,-34.41886,151.16464,2014-09-17 21:37:14,455,ANL Whyalla,ANL
SYME20141126,Sydney,Melbourne,Southern East Australian Currect,-39.1515,146.49161,2014-11-26 19:51:41,-34.21883,151.21953,2014-11-28 08:48:57,410,ANL Whyalla,ANL
SYME20150203,Sydney,Melbourne,Southern East Australian Currect,-37.68242,149.92329,2015-02-03 13:07:26,-34.34303,151.18465,2015-02-03 23:32:07,215,ANL Whyalla,ANL
SYME20150301,Sydney,Melbourne,Southern East Australian Currect,-37.83215,149.75816,2015-03-01 06:11:54,-33.20198,151.84476,2015-03-02 05:58:39,305,Island Chief,Swires
SYME20150721,Sydney,Melbourne,Southern East Australian Currect,-39.19233,144.95082,2015-07-21 05:12:53,-34.58655,151.49399,2015-07-22 21:35:31,475,Island Chief,Swires
SYME20150803,Sydney,Melbourne,Southern East Australian Currect,-38.16248,149.29112,2015-08-03 04:52:04,-34.74763,151.14035,2015-08-04 10:44:29,240,Philadelphia,Laeisz
SYME20150825,Sydney,Melbourne,Southern East Australian Currect,-38.32944,148.87142,2015-08-25 12:30:30,-33.65747,151.93433,2015-08-26 22:37:40,335,Island Chief,Swires
SYME20151110,Sydney,Melbourne,Southern East Australian Currect,-39.16439,147.04855,2015-11-10 08:04:08,-34.33356,151.20498,2015-11-11 06:55:31,380,ANL Waratah,ANL
SYME20151211,Sydney,Melbourne,Southern East Australian Currect,-39.19264,144.98362,2015-12-11 21:41:23,-37.0131,150.16563,2015-12-12 21:11:22,315,Island Chief,Swires
SYME20160308,Sydney,Melbourne,Southern East Australian Currect,-39.04799,146.89539,2016-03-08 19:47:34,-37.74261,149.94229,2016-03-09 07:25:44,170,Portugal,Laeisz
SYME20160730,Sydney,Melbourne,Southern East Australian Currect,-39.19441,146.32242,2016-07-30 09:14:23,-34.5784,151.04149,2016-07-31 09:58:19,400,Tonsberg,Wallenius Wilhelmsen
TINT20171001,Thursday Island,Northern Territory,Norther Australia,-11.19996,135.24384,2017-10-01 15:26:34,-10.60167,141.79528,2017-10-03 00:07:27,395,RV Investigator,MNF - IN2017_T01
TOCA20131108,Townsville,Cairns,Great Barrier Reef,-18.95382,145.91911,2013-11-08 12:27:59,-16.80253,146.8489,2013-11-15 16:31:45,150,Kweichow,Swires
TOCA20140930,Townsville,Cairns,Great Barrier Reef,-19.06357,146.01604,2014-09-30 22:44:09,-16.89083,146.88801,2014-10-01 11:57:04,145,Kweichow,Swires
TOCA20150819,Townsville,Cairns,Great Barrier Reef,-17.5097,145.95349,2015-08-19 22:14:23,-16.81533,146.22163,2015-08-20 02:33:18,50,Kweichow,Swires
TOCA20160418,Townsville,Cairns,Great Barrier Reef,-18.79875,146.07342,2016-04-18 23:19:15,-16.96937,146.79747,2016-04-19 19:31:46,125,Kweichow,Swires
TOCA20160819,Townsville,Cairns,Great Barrier Reef,-18.88834,145.936,2016-08-19 04:14:19,-16.82736,146.8238,2016-08-19 17:07:26,140,Kweichow,Swires
TOCA20161017,Townsville,Cairns,Great Barrier Reef,-19.05374,146.05048,2016-10-17 08:33:27,-16.95794,146.88748,2016-10-17 20:39:40,140,Kweichow,Swires
